"","intervention","excess_cost","excess_qalyloss","IncrementalCost","IncrementalQALYGain","NetMonetaryBenefit","parameter","univariate_scenario"
"436","iFAST",2945074912.96261,120142.733907369,-475521.600527287,161.533402420129,3706189.64892987,"uncomplicated_65100_m_sensitivity.c","high"
"437","current",2945632973.3503,120328.714426708,0,0,0,"uncomplicated_65100_m_specificity.c","high"
"438","iFAST",2945074912.96261,120142.733907369,-558060.387690544,185.980519339399,4277670.77447852,"uncomplicated_65100_m_specificity.c","high"
"439","current",2946118191.20252,120328.714426708,0,0,0,"uncomplicated_65100_m_cost.empiricuti.U","high"
"440","iFAST",2945503524.70039,120142.733907369,-614666.502129555,185.980519339428,4334276.88891811,"uncomplicated_65100_m_cost.empiricuti.U","high"
"441","current",2945707061.22667,120328.714426708,0,0,0,"uncomplicated_65100_m_cost.empiricuti.current","high"
"442","iFAST",2945103361.19052,120142.733907369,-603700.036149979,185.980519339428,4323310.42293853,"uncomplicated_65100_m_cost.empiricuti.current","high"
"443","current",2945681051.10602,120328.714426708,0,0,0,"uncomplicated_65100_m_cost.empiricuti.ifast","high"
"444","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"uncomplicated_65100_m_cost.empiricuti.ifast","high"
"445","current",2945734355.79772,120328.714426708,0,0,0,"uncomplicated_65100_m_cost.2ndline.U","high"
"446","iFAST",2945133214.26919,120142.733907369,-601141.528533459,185.980519339428,4320751.91532201,"uncomplicated_65100_m_cost.2ndline.U","high"
"447","current",2945655819.16122,120325.115111457,0,0,0,"complicated_IV_65100_m_r.prev","high"
"448","iFAST",2945034649.01931,120137.105704215,-621170.141912937,188.009407242484,4381358.28676261,"complicated_IV_65100_m_r.prev","high"
"449","current",2945681051.10602,120328.714426708,0,0,0,"complicated_IV_65100_m_sensitivity.i","high"
"450","iFAST",2945030952.03221,120136.768158673,-650099.073813915,191.946268035434,4489024.43452259,"complicated_IV_65100_m_sensitivity.i","high"
"451","current",2945681051.10602,120328.714426708,0,0,0,"complicated_IV_65100_m_specificity.i","high"
"452","iFAST",2945100056.5905,120142.733907369,-580994.515517235,185.980519339428,4300604.90230579,"complicated_IV_65100_m_specificity.i","high"
"453","current",2945640656.42577,120323.232638465,0,0,0,"complicated_IV_65100_m_sensitivity.c","high"
"454","iFAST",2945074912.96261,120142.733907369,-565743.463159561,180.498731096319,4175718.08508594,"complicated_IV_65100_m_sensitivity.c","high"
"455","current",2945703999.23021,120328.714426708,0,0,0,"complicated_IV_65100_m_specificity.c","high"
"456","iFAST",2945074912.96261,120142.733907369,-629086.267591476,185.980519339428,4348696.65438003,"complicated_IV_65100_m_specificity.c","high"
"457","current",2945681051.10602,120328.714426708,0,0,0,"complicated_IV_65100_m_cost.empiricuti.U","high"
"458","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_IV_65100_m_cost.empiricuti.U","high"
"459","current",2945681051.10602,120328.714426708,0,0,0,"complicated_IV_65100_m_cost.empiricuti.current","high"
"460","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_IV_65100_m_cost.empiricuti.current","high"
"461","current",2945681051.10602,120328.714426708,0,0,0,"complicated_IV_65100_m_cost.empiricuti.ifast","high"
"462","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_IV_65100_m_cost.empiricuti.ifast","high"
"463","current",2945704491.11491,120328.714426708,0,0,0,"complicated_IV_65100_m_cost.2ndline.U","high"
"464","iFAST",2945100528.54194,120142.733907369,-603962.572973728,185.980519339428,4323572.95976228,"complicated_IV_65100_m_cost.2ndline.U","high"
"465","current",2945671581.22818,120326.692137593,0,0,0,"complicated_oral_1664_f_r.prev","high"
"466","iFAST",2945050574.43696,120138.354686117,-621006.79122448,188.337451475527,4387755.82073502,"complicated_oral_1664_f_r.prev","high"
"467","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_f_sensitivity.i","high"
"468","iFAST",2945057918.56714,120139.998623522,-623132.538878918,188.715803186657,4397448.60261205,"complicated_oral_1664_f_sensitivity.i","high"
"469","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_f_specificity.i","high"
"470","iFAST",2945071696.53817,120142.733907369,-609354.567848206,185.980519339428,4328964.95463676,"complicated_oral_1664_f_specificity.i","high"
"471","current",2945666084.13137,120326.305460525,0,0,0,"complicated_oral_1664_f_sensitivity.c","high"
"472","iFAST",2945074912.96261,120142.733907369,-591171.168760777,183.571553156231,4262602.2318854,"complicated_oral_1664_f_sensitivity.c","high"
"473","current",2945678247.05852,120328.714426708,0,0,0,"complicated_oral_1664_f_specificity.c","high"
"474","iFAST",2945074912.96261,120142.733907369,-603334.095902443,185.980519339428,4322944.482691,"complicated_oral_1664_f_specificity.c","high"
"475","current",2945683011.28924,120328.714426708,0,0,0,"complicated_oral_1664_f_cost.empiricuti.U","high"
"476","iFAST",2945076795.05973,120142.733907369,-606216.229509354,185.980519339428,4325826.61629791,"complicated_oral_1664_f_cost.empiricuti.U","high"
"477","current",2945681178.55405,120328.714426708,0,0,0,"complicated_oral_1664_f_cost.empiricuti.current","high"
"478","iFAST",2945075058.43051,120142.733907369,-606120.123538017,185.980519339428,4325730.51032657,"complicated_oral_1664_f_cost.empiricuti.current","high"
"479","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_f_cost.empiricuti.ifast","high"
"480","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_oral_1664_f_cost.empiricuti.ifast","high"
"481","current",2945684577.16809,120328.714426708,0,0,0,"complicated_oral_1664_f_cost.2ndline.U","high"
"482","iFAST",2945078937.5744,120142.733907369,-605639.593683243,185.980519339428,4325249.9804718,"complicated_oral_1664_f_cost.2ndline.U","high"
"483","current",2945598410.72318,120317.733942389,0,0,0,"complicated_oral_65100_f_r.prev","high"
"484","iFAST",2944935758.47419,120125.504426462,-662652.248989582,192.229515927014,4507242.56752987,"complicated_oral_65100_f_r.prev","high"
"485","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_f_sensitivity.i","high"
"486","iFAST",2944980244.31565,120132.118237835,-700806.790370464,196.596188873242,4632730.5678353,"complicated_oral_65100_f_sensitivity.i","high"
"487","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_f_specificity.i","high"
"488","iFAST",2945062947.15107,120142.733907369,-618103.954954624,185.980519339428,4337714.34174318,"complicated_oral_65100_f_specificity.i","high"
"489","current",2945594097.24755,120318.963855031,0,0,0,"complicated_oral_65100_f_sensitivity.c","high"
"490","iFAST",2945074912.96261,120142.733907369,-519184.284935951,176.229947661894,4043783.23817382,"complicated_oral_65100_f_sensitivity.c","high"
"491","current",2945670134.87296,120328.714426708,0,0,0,"complicated_oral_65100_f_specificity.c","high"
"492","iFAST",2945074912.96261,120142.733907369,-595221.910346508,185.980519339428,4314832.29713506,"complicated_oral_65100_f_specificity.c","high"
"493","current",2945688212.4586,120328.714426708,0,0,0,"complicated_oral_65100_f_cost.empiricuti.U","high"
"494","iFAST",2945081875.7442,120142.733907369,-606336.714399338,185.980519339428,4325947.10118789,"complicated_oral_65100_f_cost.empiricuti.U","high"
"495","current",2945681546.3722,120328.714426708,0,0,0,"complicated_oral_65100_f_cost.empiricuti.current","high"
"496","iFAST",2945075454.05286,120142.733907369,-606092.319333076,185.980519339428,4325702.70612163,"complicated_oral_65100_f_cost.empiricuti.current","high"
"497","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_f_cost.empiricuti.ifast","high"
"498","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_oral_65100_f_cost.empiricuti.ifast","high"
"499","current",2945694753.4702,120328.714426708,0,0,0,"complicated_oral_65100_f_cost.2ndline.U","high"
"500","iFAST",2945089883.1262,120142.733907369,-604870.344001293,185.980519339428,4324480.73078985,"complicated_oral_65100_f_cost.2ndline.U","high"
"501","current",2945667792.70299,120326.535108566,0,0,0,"complicated_oral_1664_m_r.prev","high"
"502","iFAST",2945053485.24595,120139.426737738,-614307.457039833,187.108370828311,4356474.87360606,"complicated_oral_1664_m_r.prev","high"
"503","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_m_sensitivity.i","high"
"504","iFAST",2945060380.98533,120140.699621623,-620670.120691776,188.014805085128,4380966.22239433,"complicated_oral_1664_m_sensitivity.i","high"
"505","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_m_specificity.i","high"
"506","iFAST",2945073188.10011,120142.733907369,-607863.00591135,185.980519339428,4327473.3926999,"complicated_oral_1664_m_specificity.i","high"
"507","current",2945667634.48741,120326.836276501,0,0,0,"complicated_oral_1664_m_sensitivity.c","high"
"508","iFAST",2945074912.96261,120142.733907369,-592721.524792194,184.102369132059,4274768.90743337,"complicated_oral_1664_m_sensitivity.c","high"
"509","current",2945679468.76523,120328.714426708,0,0,0,"complicated_oral_1664_m_specificity.c","high"
"510","iFAST",2945074912.96261,120142.733907369,-604555.802613735,185.980519339428,4324166.18940229,"complicated_oral_1664_m_specificity.c","high"
"511","current",2945682081.0591,120328.714426708,0,0,0,"complicated_oral_1664_m_cost.empiricuti.U","high"
"512","iFAST",2945075915.95471,120142.733907369,-606165.104396343,185.980519339428,4325775.4911849,"complicated_oral_1664_m_cost.empiricuti.U","high"
"513","current",2945681122.88054,120328.714426708,0,0,0,"complicated_oral_1664_m_cost.empiricuti.current","high"
"514","iFAST",2945074990.9589,120142.733907369,-606131.92164135,185.980519339428,4325742.3084299,"complicated_oral_1664_m_cost.empiricuti.current","high"
"515","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_1664_m_cost.empiricuti.ifast","high"
"516","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_oral_1664_m_cost.empiricuti.ifast","high"
"517","current",2945683036.86772,120328.714426708,0,0,0,"complicated_oral_1664_m_cost.2ndline.U","high"
"518","iFAST",2945077070.85986,120142.733907369,-605966.007866383,185.980519339428,4325576.39465494,"complicated_oral_1664_m_cost.2ndline.U","high"
"519","current",2945626890.44751,120319.810071702,0,0,0,"complicated_oral_65100_m_r.prev","high"
"520","iFAST",2944983961.76298,120128.792982303,-642928.684532642,191.017089399043,4463270.47251351,"complicated_oral_65100_m_r.prev","high"
"521","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_m_sensitivity.i","high"
"522","iFAST",2945013050.25503,120134.145509419,-668000.850988865,194.568917289056,4559379.19676999,"complicated_oral_65100_m_sensitivity.i","high"
"523","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_m_specificity.i","high"
"524","iFAST",2945067124.65012,120142.733907369,-613926.4559021,185.980519339428,4333536.84269065,"complicated_oral_65100_m_specificity.i","high"
"525","current",2945624210.75273,120320.823282049,0,0,0,"complicated_oral_65100_m_sensitivity.c","high"
"526","iFAST",2945074912.96261,120142.733907369,-549297.790117741,178.089374679679,4111085.28371132,"complicated_oral_65100_m_sensitivity.c","high"
"527","current",2945673943.37797,120328.714426708,0,0,0,"complicated_oral_65100_m_specificity.c","high"
"528","iFAST",2945074912.96261,120142.733907369,-599030.415354252,185.980519339428,4318640.80214281,"complicated_oral_65100_m_specificity.c","high"
"529","current",2945685711.60233,120328.714426708,0,0,0,"complicated_oral_65100_m_cost.empiricuti.U","high"
"530","iFAST",2945079444.69924,120142.733907369,-606266.903092384,185.980519339428,4325877.28988094,"complicated_oral_65100_m_cost.empiricuti.U","high"
"531","current",2945681373.57687,120328.714426708,0,0,0,"complicated_oral_65100_m_cost.empiricuti.current","high"
"532","iFAST",2945075265.14724,120142.733907369,-606108.429634571,185.980519339428,4325718.81642313,"complicated_oral_65100_m_cost.empiricuti.current","high"
"533","current",2945681051.10602,120328.714426708,0,0,0,"complicated_oral_65100_m_cost.empiricuti.ifast","high"
"534","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"complicated_oral_65100_m_cost.empiricuti.ifast","high"
"535","current",2945689972.79957,120328.714426708,0,0,0,"complicated_oral_65100_m_cost.2ndline.U","high"
"536","iFAST",2945084656.73723,120142.733907369,-605316.062344551,185.980519339428,4324926.44913311,"complicated_oral_65100_m_cost.2ndline.U","high"
"537","current",2945681051.10602,120328.714426708,0,0,0,"Not Applicable","deterministic"
"538","iFAST",2945074912.96261,120142.733907369,-606138.143407822,185.980519339428,4325748.53019638,"Not Applicable","deterministic"
